id,name,github,domain,primary_domain,repositories,public_repos,total_stars,followers,following,org_repos_count,org_total_stars,org_total_forks,org_total_contributions,org_avg_stars_per_repo,avatar,bio,location,company
2209520576,XiaoWu,https://github.com/2209520576,计算机视觉,计算机视觉,team-learning;dive-into-cv-pytorch,32,272,22,2,2,3368,885,77,1684.0,avatars/2209520576.jpg,未来已来，就在现在,,
Klauszhao,,https://github.com/Klauszhao,数据科学,数据科学,team-learning,40,1,1,7,1,2399,693,9,2399.0,avatars/Klauszhao.jpg,,福州 - - > 杭州,
zjieshi,,https://github.com/zjieshi,数据科学,数据科学,team-learning,4,0,0,0,1,2399,693,6,2399.0,avatars/zjieshi.jpg,,,
liyunjia97,,https://github.com/liyunjia97,数据分析,数据分析,team-learning;team-learning-data-mining,14,0,0,2,2,4243,1514,24,2121.5,avatars/liyunjia97.jpg,,,
Deemakaice,Leonadoice,https://github.com/Deemakaice,NLP,NLP,team-learning;team-learning-nlp,19,1,0,2,2,3345,951,47,1672.5,avatars/Deemakaice.jpg,"I know nothing, I learn everything.",,
SuperSupeng,Darren,https://github.com/SuperSupeng,多模态;编程基础;数据分析,编程基础,team-learning;DOPMC;go-talent;what-is-vs;.github;team-learning-program;team-learning-sql;vced;whale-governance,95,97,219,57,9,4306,1264,195,478.44,avatars/SuperSupeng.jpg,Founder @ AI Builder Accelerator(AGI Villa) | Helping builders ship AI + hardware interactive products | Global community-led execution & growth operator | Zen,"ShangHai, China",AGI Villa
kangkang-Adam,kangkang,https://github.com/kangkang-Adam,LLM,LLM,diy-llm,12,4,1,2,1,979,105,111,979.0,avatars/kangkang-Adam.jpg,,,
factotumXD,,https://github.com/factotumXD,LLM,LLM,diy-llm,9,3,5,42,1,979,105,1,979.0,avatars/factotumXD.jpg,,,
fanchi12,,https://github.com/fanchi12,LLM,LLM,diy-llm,0,0,0,1,1,979,105,1,979.0,avatars/fanchi12.jpg,,,
SunXiaoXiang,sunxiaoxiang,https://github.com/SunXiaoXiang,LLM,LLM,diy-llm,47,4,3,2,1,979,105,1,979.0,avatars/SunXiaoXiang.jpg,,"Shanghai,China",Saison Information
xuhu6736,,https://github.com/xuhu6736,LLM,LLM,diy-llm,1,0,0,0,1,979,105,1,979.0,avatars/xuhu6736.jpg,,,
zhahaonan,,https://github.com/zhahaonan,AI Agent,AI Agent,agent-skills-with-anthropic,4,3,1,0,1,1334,183,7,1334.0,avatars/zhahaonan.jpg,,,
Zhiyuan-Academy,留白叙,https://github.com/Zhiyuan-Academy,AI Agent,AI Agent,agent-skills-with-anthropic;ai-prompting-for-everyone,3,0,0,3,2,1381,196,13,690.5,avatars/Zhiyuan-Academy.jpg,,,
MongxinChan,Mongxin,https://github.com/MongxinChan,AI Agent,AI Agent,agent-skills-with-anthropic,35,12,8,59,1,1334,183,1,1334.0,avatars/MongxinChan.jpg,2004/Junior/Major in Computer Science,"GuangZhou,Kwangtung.",
ChuanfengZhang,Chuck,https://github.com/ChuanfengZhang,AI Agent,AI Agent,agent-skills-with-anthropic,27,65,34,17,1,1334,183,1,1334.0,avatars/ChuanfengZhang.jpg,Code with heart.,,
ShituoMa,ShituoMa,https://github.com/ShituoMa,推荐系统;NLP,NLP,intro-mathmodel;math-for-ai;ml-for-security;easy-nlp;scientific-computing;fun-ir,19,257,76,5,6,1371,155,120,228.5,avatars/ShituoMa.jpg,,,
Eyre921,Eyre,https://github.com/Eyre921,AI工具,AI工具,vibe-vibe,11,0,38,44,1,5558,439,256,5558.0,avatars/Eyre921.jpg,An AI-Native Guy.,,
cnb,Carlos Navarro,https://github.com/cnb,AI工具,AI工具,vibe-vibe,18,15,10,2,1,5558,439,7,5558.0,avatars/cnb.jpg,,,
Wenchuan2357,Wenchuan Liu,https://github.com/Wenchuan2357,AI工具,AI工具,vibe-vibe,17,1,0,0,1,5558,439,3,5558.0,avatars/Wenchuan2357.jpg,,,
lailoo,lailoo,https://github.com/lailoo,AI工具,AI工具,vibe-vibe;vibe-blog,127,27,13,58,2,5778,490,426,2889.0,avatars/lailoo.jpg,,,
qianzhu18,qianzhu / Lucien,https://github.com/qianzhu18,AI工具,AI工具,vibe-vibe,68,23,13,10,1,5558,439,1,5558.0,avatars/qianzhu18.jpg,"Building AI-native products, hacking workflows, exploring AI × Web3",,
lxysl,,https://github.com/lxysl,LLM;深度学习,LLM,tiny-universe,78,403,78,92,1,4927,470,11,4927.0,avatars/lxysl.jpg,,,
colt5912,colt,https://github.com/colt5912,LLM,LLM,tiny-universe,8,5,0,2,1,4927,470,7,4927.0,avatars/colt5912.jpg,no talent just hardworking.,China,
Chatonz,Chaton,https://github.com/Chatonz,LLM,LLM,tiny-universe,25,18,3,4,1,4927,470,2,4927.0,avatars/Chatonz.jpg,,,
hkwuks,hkwuks,https://github.com/hkwuks,LLM,LLM,tiny-universe,78,74,11,40,1,4927,470,2,4927.0,avatars/hkwuks.jpg,,,
BAIKEMARK,Mark,https://github.com/BAIKEMARK,数据科学,数据科学,happy-figure,50,235,35,9,1,231,6,16,231.0,avatars/BAIKEMARK.jpg,,"Guangzhou, China",
Evan-wyl,动千山,https://github.com/Evan-wyl,具身智能;推荐系统;强化学习;数据分析,强化学习,team-learning-data-mining;fun-rec;hugging-rl;easy-ros2arm;fun-marl,42,43,16,25,5,9057,1834,419,1811.4,avatars/Evan-wyl.jpg,Robot Learning Engineer,,Tongji University
realYurk,Yurk,https://github.com/realYurk,编程基础;数据分析,数据分析,team-learning-data-mining;team-learning-program,7,358,19,3,2,2692,1188,80,1346.0,avatars/realYurk.jpg,"Python, Java, PA",China,Automotive Company
AmangAris,阿芒Aris,https://github.com/AmangAris,数据分析,数据分析,team-learning-data-mining,6,44,5,1,1,1844,821,5,1844.0,avatars/AmangAris.jpg,,,
leungkafai,kafai,https://github.com/leungkafai,编程基础;数据分析,数据分析,team-learning-data-mining;go-talent,2,0,3,1,2,1899,845,7,949.5,avatars/leungkafai.jpg,,,
scchy,Scc_hy,https://github.com/scchy,强化学习,强化学习,joyrl-book;joyrl,56,101,21,37,2,558,64,13,279.0,avatars/scchy.jpg,,China.HZ,
clorisqiu1,Cloris,https://github.com/clorisqiu1,强化学习,强化学习,joyrl-book;hello-net;rl-papers,14,1,4,11,3,361,50,57,120.33,avatars/clorisqiu1.jpg,w-qiu@ieee.org,,
jayjayhust,jay,https://github.com/jayjayhust,LLM;强化学习,强化学习,joyrl-book,103,36,17,23,1,298,38,2,298.0,avatars/jayjayhust.jpg,"To see the world, things dangerous to come to. To see behind walls, draw closer; to find each other and to feel, that is the purpose of life.",Changsha,
ZDYnb,Dingyu,https://github.com/ZDYnb,强化学习,强化学习,joyrl-book;joyrl,33,6,4,23,2,558,64,8,279.0,avatars/ZDYnb.jpg,"You either suffer the pain of regret or embrace the pain of discipline, it’s your choice.",America,Portland State University
Misaki-Wang,Yaochen Wang,https://github.com/Misaki-Wang,强化学习;编程基础,强化学习,joyrl-book;math-for-ai;learn-python-the-smart-way-v2;cs336-tutorial,44,12,21,174,4,1073,142,14,268.25,avatars/Misaki-Wang.jpg,"Carpe diem, seize the day, make your life extraordinary.",幻想郷,
gyyer,gyyer,https://github.com/gyyer,强化学习,强化学习,joyrl-book,13,0,0,0,1,298,38,1,298.0,avatars/gyyer.jpg,,China,
wangzhongren-code,,https://github.com/wangzhongren-code,强化学习,强化学习,joyrl-book,18,1,2,8,1,298,38,1,298.0,avatars/wangzhongren-code.jpg,,,
zyc-orange,,https://github.com/zyc-orange,强化学习,强化学习,joyrl-book,10,0,0,0,1,298,38,1,298.0,avatars/zyc-orange.jpg,,,
bokang-ugent,Bo Kang,https://github.com/bokang-ugent,具身智能;推荐系统,推荐系统,dive-into-embodied-ai;fun-rec;torch-rechub,4,1,19,9,3,8436,1175,69,2812.0,avatars/bokang-ugent.jpg,,,
ruyiluo,若如意,https://github.com/ruyiluo,具身智能;推荐系统,推荐系统,dive-into-embodied-ai;fun-rec,12,226,94,39,2,7272,1025,423,3636.0,avatars/ruyiluo.jpg,The shortest answer is doing.,"Xi'an, Shaanxi, China",Xidian University
huang-xiao-01,,https://github.com/huang-xiao-01,具身智能,具身智能,dive-into-embodied-ai,4,0,0,1,1,93,12,1,93.0,avatars/huang-xiao-01.jpg,,,
fuxiangting,fuxiangting,https://github.com/fuxiangting,AI Agent,AI Agent,easy-langent,8,2,0,0,1,383,62,13,383.0,avatars/fuxiangting.jpg,,,
Xiaotong-Yang,Yang Xiaotong,https://github.com/Xiaotong-Yang,AI Agent,AI Agent,easy-langent,5,0,0,1,1,383,62,11,383.0,avatars/Xiaotong-Yang.jpg,,,
jjq0425,Jiang Jinqian,https://github.com/jjq0425,AI Agent,AI Agent,easy-langent;vibe-blog,35,26,32,38,2,603,113,17,301.5,avatars/jjq0425.jpg,Life is a Markov chain ~,Beijing China,Peking Univeristy
Chasen-Liao,Chasen Liao,https://github.com/Chasen-Liao,LLM;AI Agent,AI Agent,easy-langent,48,56,92,108,1,383,62,9,383.0,avatars/Chasen-Liao.jpg,"When wits fall short, repetition is the key to triumph.",China,GDUFE
WangDF2022,,https://github.com/WangDF2022,AI Agent,AI Agent,easy-langent,22,1,0,0,1,383,62,8,383.0,avatars/WangDF2022.jpg,,,
jspi-fu,烨笙,https://github.com/jspi-fu,LLM;AI Agent,AI Agent,easy-langent,6,24,1,2,1,383,62,5,383.0,avatars/jspi-fu.jpg,一个认真的计算机爱好者，全干工程师小白,,
dandan1232,念安,https://github.com/dandan1232,AI Agent,AI Agent,easy-langent,71,10,19,23,1,383,62,3,383.0,avatars/dandan1232.jpg,Every single day counts.,Jiangsu·suzhou,--
AA1HSHH,AA1HSHH,https://github.com/AA1HSHH,AI Agent,AI Agent,easy-langent,69,3,9,16,1,383,62,3,383.0,avatars/AA1HSHH.jpg,,SH,
DaiYuheng,Frank Day,https://github.com/DaiYuheng,AI Agent,AI Agent,easy-langent,6,0,0,0,1,383,62,3,383.0,avatars/DaiYuheng.jpg,,Nanjing,
Linya0o,,https://github.com/Linya0o,AI Agent,AI Agent,easy-langent,19,0,1,8,1,383,62,2,383.0,avatars/Linya0o.jpg,,"Xuzhou, China",
Marling2024,与兼,https://github.com/Marling2024,AI Agent,AI Agent,easy-langent,1,0,1,1,1,383,62,2,383.0,avatars/Marling2024.jpg,A pure man learning how to be a great guy.,,
winnerFlyer,,https://github.com/winnerFlyer,AI Agent,AI Agent,easy-langent,1,0,0,0,1,383,62,1,383.0,avatars/winnerFlyer.jpg,,,
tcsnyy,Congying Wang,https://github.com/tcsnyy,AI Agent,AI Agent,easy-langent,2,0,0,0,1,383,62,1,383.0,avatars/tcsnyy.jpg,student@Zhejiang University. My student number is 3170103031.,"866 Yuhangtang Road, Hangzhou 310058",Zhejiang University
machenme,ma chen,https://github.com/machenme,AI Agent,AI Agent,easy-langent,7,3,1,1,1,383,62,1,383.0,avatars/machenme.jpg,,,
tian09150714,,https://github.com/tian09150714,AI Agent,AI Agent,easy-langent,1,0,0,0,1,383,62,1,383.0,avatars/tian09150714.jpg,,,
xiaoman-kb,zhlong,https://github.com/xiaoman-kb,AI Agent,AI Agent,easy-langent,39,2,2,2,1,383,62,1,383.0,avatars/xiaoman-kb.jpg,15655800380@163.com,,Guilin University Of Electronic Technology
yibohere,Yibo Cheng,https://github.com/yibohere,LLM,LLM,quant-for-beginners,2,4,6,0,1,244,29,18,244.0,avatars/yibohere.jpg,AI | Data Science | Quantitative Finance Founder of AI Tech & Open-Source Education Community Focus on LLM application & algorithm innovation,,
amdjiahangpan,paniford,https://github.com/amdjiahangpan,数据科学,数据科学,hello-rocm,8,12,8,7,1,134,22,106,134.0,avatars/amdjiahangpan.jpg,,ShangHai,AMD
moniS17,,https://github.com/moniS17,数据科学,数据科学,hello-rocm,3,0,0,0,1,134,22,6,134.0,avatars/moniS17.jpg,,,
ZMXJJ,Dennis Huang,https://github.com/ZMXJJ,数据科学,数据科学,hello-rocm,48,49,31,28,1,134,22,5,134.0,avatars/ZMXJJ.jpg,"Enjoy Everything, Enjoy the World! @EnjoyCloudDev @OpenBMB",Hangzhou China,EnjoyCloud Software
wlkq151172,,https://github.com/wlkq151172,数据科学,数据科学,hello-rocm,7,6,0,2,1,134,22,2,134.0,avatars/wlkq151172.jpg,,,
hereisaway,Hathway,https://github.com/hereisaway,数据科学,数据科学,hello-rocm,23,2,1,3,1,134,22,1,134.0,avatars/hereisaway.jpg,,,
AspasZhang,,https://github.com/AspasZhang,AI Agent,AI Agent,hello-generic-agent,5,0,6,0,1,524,49,81,524.0,avatars/AspasZhang.jpg,,,
draj1e,JIA_JIE_ZHU,https://github.com/draj1e,AI Agent,AI Agent,hello-generic-agent,8,0,1,7,1,524,49,2,524.0,avatars/draj1e.jpg,,,
UnsongK,SK,https://github.com/UnsongK,AI Agent,AI Agent,hello-generic-agent,4,0,1,6,1,524,49,1,524.0,avatars/UnsongK.jpg,,,
paramita789,,https://github.com/paramita789,AI Agent,AI Agent,hello-generic-agent,1,0,0,1,1,524,49,1,524.0,avatars/paramita789.jpg,,,
nianyucatfish,,https://github.com/nianyucatfish,AI Agent,AI Agent,hello-generic-agent,5,6,2,0,1,524,49,1,524.0,avatars/nianyucatfish.jpg,,,
Paroxetinez,Paroxetine,https://github.com/Paroxetinez,LLM,LLM,post-training-of-llms,5,0,0,0,1,233,35,22,233.0,avatars/Paroxetinez.jpg,honglizhang@linchance.com,,HongKongLinchance
TianCai19,,https://github.com/TianCai19,LLM,LLM,post-training-of-llms,89,25,4,20,1,233,35,3,233.0,avatars/TianCai19.jpg,,,
baimuchu,Baimu,https://github.com/baimuchu,LLM;框架教程,LLM,post-training-of-llms;d2l-ai-solutions-manual,24,0,8,22,2,823,115,4,411.5,avatars/baimuchu.jpg,AI Engineer and Researcher,,
shuixian-jcc,,https://github.com/shuixian-jcc,LLM,LLM,post-training-of-llms,4,0,0,0,1,233,35,1,233.0,avatars/shuixian-jcc.jpg,,,
luochen211,落尘,https://github.com/luochen211,数据科学,数据科学,vibe-blog,45,9,13,2,1,220,51,9,220.0,avatars/luochen211.jpg,full-stack Focus vibe coding,杭州,
lora-sys,lora,https://github.com/lora-sys,数据科学,数据科学,vibe-blog,106,25,23,42,1,220,51,4,220.0,avatars/lora-sys.jpg,"Builder of evolving systems. Turning ambitious ideas into reality. Always building, learning, and shipping.",,
qjymary,QIN JIAYUE,https://github.com/qjymary,数据科学,数据科学,vibe-blog,12,7,2,11,1,220,51,2,220.0,avatars/qjymary.jpg,NUS major in DSML,,National University of Singapore
freedomgod,freedomgod,https://github.com/freedomgod,数据科学,数据科学,vibe-blog,30,3,1,5,1,220,51,2,220.0,avatars/freedomgod.jpg,,,
hua03,,https://github.com/hua03,数据分析,数据分析,hands-on-data-analysis,29,24,21,59,1,1476,377,1,1476.0,avatars/hua03.jpg,,,
lynnyulinlin-debug,,https://github.com/lynnyulinlin-debug,LLM,LLM,llm-algo-leetcode;signal-to-intelligence,57,1,1,2,2,259,32,321,129.5,avatars/lynnyulinlin-debug.jpg,,,
Halukisan,Halukisan,https://github.com/Halukisan,RAG,RAG,easy-vecdb,10,4,93,25,1,344,58,110,344.0,avatars/Halukisan.jpg,https://juejin.cn/user/690959375152184,guangzhou,yunqu
AllYoung,,https://github.com/AllYoung,AI工具;RAG,RAG,easy-vecdb;handy-ollama,60,41,1,10,2,2811,370,4,1405.5,avatars/AllYoung.jpg,,,
Leolee11111,,https://github.com/Leolee11111,RAG,RAG,easy-vecdb;ensemble-learning,26,4,2,0,2,489,95,19,244.5,avatars/Leolee11111.jpg,,,
zaizaizhao,zaizaizhao,https://github.com/zaizaizhao,LLM;数据库;AI Agent;RAG,RAG,easy-vecdb,27,130,11,12,1,344,58,1,344.0,avatars/zaizaizhao.jpg,yixixixixixixixixi,Shanghai,ZTE
dengyunsheng250,邓云升,https://github.com/dengyunsheng250,RAG,RAG,easy-vecdb,64,7,14,93,1,344,58,1,344.0,avatars/dengyunsheng250.jpg,,,northwest university
DatawhaleXiuyuan,ww,https://github.com/DatawhaleXiuyuan,数据科学,数据科学,leedl-tutorial,8,19,38,0,1,16655,3096,142,16655.0,avatars/DatawhaleXiuyuan.jpg,,,
Imay-King,Yiming Jin,https://github.com/Imay-King,数据科学,数据科学,leedl-tutorial,14,8,13,3,1,16655,3096,47,16655.0,avatars/Imay-King.jpg,"Based in the UK, who has a great passion for machine learning and data science",UK,The University Of Manchester
Hirotransfer,Feng Zhang,https://github.com/Hirotransfer,强化学习;深度学习,强化学习,leedl-tutorial,60,31,11,6,1,16655,3096,34,16655.0,avatars/Hirotransfer.jpg,"Stay foolish, stay hungry！",,
huangmh11,,https://github.com/huangmh11,数据科学,数据科学,leedl-tutorial,2,1,5,3,1,16655,3096,24,16655.0,avatars/huangmh11.jpg,,,
huaiyuechusan,槐月初叁,https://github.com/huaiyuechusan,数据科学,数据科学,leedl-tutorial,41,276,11,16,1,16655,3096,1,16655.0,avatars/huaiyuechusan.jpg,,,
Souloki-ai,,https://github.com/Souloki-ai,AI工具,AI工具,unlock-deepseek,9,0,0,2,1,733,61,1,733.0,avatars/Souloki-ai.jpg,,,
linjh1118,Jinghao Lin,https://github.com/linjh1118,LLM;AI工具,AI工具,unlock-deepseek;llm-research;openclaw-tutorial,82,203,42,11,3,992,85,6,330.67,avatars/linjh1118.jpg,MLLM Post-Training in MSRA (Previously Zhipu @THUDM @Tencent @Baidu @TeleCom),,
Springff,Chunyang Chai,https://github.com/Springff,AI工具,AI工具,handy-ollama,10,1,1,1,1,2467,312,50,2467.0,avatars/Springff.jpg,,,
kjlintong,Tong Lin,https://github.com/kjlintong,AI工具,AI工具,handy-ollama,15,1,2,3,1,2467,312,11,2467.0,avatars/kjlintong.jpg,,Changsha,
Tipriest,Tipriest,https://github.com/Tipriest,AI工具,AI工具,handy-ollama,130,133,88,362,1,2467,312,3,2467.0,avatars/Tipriest.jpg,不懂的基础概念，花费百倍时间也要弄明白,"Harbin, China",HIT
mofree,,https://github.com/mofree,AI工具,AI工具,handy-ollama,9,3,0,4,1,2467,312,3,2467.0,avatars/mofree.jpg,,,
rainsubtime,,https://github.com/rainsubtime,AI工具,AI工具,handy-ollama,8,0,4,17,1,2467,312,2,2467.0,avatars/rainsubtime.jpg,,,
tomowang,Tomo Wang,https://github.com/tomowang,多模态;AI工具;前端开发,AI工具,handy-ollama;faster-git;handy-n8n;whale-web,51,252,37,41,4,2791,415,79,697.75,avatars/tomowang.jpg,coder,"Nanjing, China",
Alexxxing,Alexwang,https://github.com/Alexxxing,AI工具,AI工具,handy-ollama,11,3,0,1,1,2467,312,1,2467.0,avatars/Alexxxing.jpg,,,
catcooc,,https://github.com/catcooc,框架教程;面试求职,框架教程,d2l-ai-solutions-manual;huawei-od-python,13,0,1,11,2,783,112,40,391.5,avatars/catcooc.jpg,,,
zarjun,zarjun,https://github.com/zarjun,框架教程;编程基础,框架教程,d2l-ai-solutions-manual;learn-python-the-smart-way-v2,17,4,13,94,2,1000,141,18,500.0,avatars/zarjun.jpg,,,
gudehhh666,Ein,https://github.com/gudehhh666,框架教程,框架教程,d2l-ai-solutions-manual,15,91,13,27,1,590,80,11,590.0,avatars/gudehhh666.jpg,"PhD. at Institute of Automation, Chinese Academy of Sciences (CASIA).",中国,"Institute of Automation, CAS"
zzd2001,Mark,https://github.com/zzd2001,框架教程,框架教程,d2l-ai-solutions-manual,60,1,5,24,1,590,80,9,590.0,avatars/zzd2001.jpg,Mater student of Nanjing University@Nanjing University,,Nanjing University
AIzealotwu,Yimeng Xu,https://github.com/AIzealotwu,框架教程;全栈开发,框架教程,d2l-ai-solutions-manual;wow-fullstack,9,0,2,5,2,870,133,7,435.0,avatars/AIzealotwu.jpg,Have nothing but a brave heart which is bound with great passion.,"Shenzhen of Guangdong province, China",Tsinghua University
YapWH1208,Yap Wei Herng,https://github.com/YapWH1208,框架教程;计算机视觉;NLP,框架教程,d2l-ai-solutions-manual,29,11,17,27,1,590,80,6,590.0,avatars/YapWH1208.jpg,呦呦鹿鸣,Malaysia,Xiamen University Malaysia
Rookie-Kai,Nihil,https://github.com/Rookie-Kai,框架教程,框架教程,d2l-ai-solutions-manual,23,2,5,5,1,590,80,5,590.0,avatars/Rookie-Kai.jpg,,,
YueZhengMeng,乐正萌,https://github.com/YueZhengMeng,框架教程,框架教程,d2l-ai-solutions-manual,33,39,8,3,1,590,80,5,590.0,avatars/YueZhengMeng.jpg,,,
xyw1,xuyw,https://github.com/xyw1,框架教程;前端开发,框架教程,d2l-ai-solutions-manual;hack-rnns,30,2,1,13,2,632,87,22,316.0,avatars/xyw1.jpg,,"Nanjing, China",Southeast University
liuxu-manifold,刘旭,https://github.com/liuxu-manifold,框架教程,框架教程,d2l-ai-solutions-manual,8,1,1,7,1,590,80,3,590.0,avatars/liuxu-manifold.jpg,,,
yinhailong124,Y1n,https://github.com/yinhailong124,框架教程,框架教程,d2l-ai-solutions-manual,4,6,0,1,1,590,80,2,590.0,avatars/yinhailong124.jpg,,,
NorthblueM,,https://github.com/NorthblueM,框架教程,框架教程,d2l-ai-solutions-manual;statistical-learning-method-solutions-manual,11,65,19,34,2,2655,334,4,1327.5,avatars/NorthblueM.jpg,,,
yxyibb,,https://github.com/yxyibb,框架教程;计算机视觉;编程基础,框架教程,d2l-ai-solutions-manual;dive-into-cv-pytorch;go-talent,56,0,0,16,3,1614,296,13,538.0,avatars/yxyibb.jpg,,,
jinyh,,https://github.com/jinyh,数据科学,数据科学,Path2AGI,26,47,34,83,1,362,69,3,362.0,avatars/jinyh.jpg,,,
Ethereal49,Ethereal49,https://github.com/Ethereal49,数据科学,数据科学,Path2AGI,26,0,40,21,1,362,69,1,362.0,avatars/Ethereal49.jpg,Hello World!,Hong Kong,
pingp76,Lebing.Xie,https://github.com/pingp76,数据科学,数据科学,Path2AGI,45,5,14,28,1,362,69,1,362.0,avatars/pingp76.jpg,,"Beijing, China",Google
RongqinChen,Rongqin Chen,https://github.com/RongqinChen,NLP,NLP,team-learning-nlp,10,7,5,5,1,946,258,28,946.0,avatars/RongqinChen.jpg,A Post-doc at University of Macau.,Macau,
chenlian-zhou,phyllis,https://github.com/chenlian-zhou,NLP,NLP,team-learning-nlp,11,108,20,1,1,946,258,16,946.0,avatars/chenlian-zhou.jpg,,,
wxj630,Xiaojun Wu,https://github.com/wxj630,NLP,NLP,team-learning-nlp,65,302,26,22,1,946,258,3,946.0,avatars/wxj630.jpg,The Hong Kong University of Science and Technology (Guangzhou)/major in Data Science and Aanlystics,China,The Hong Kong University of Science and Technology (Guangzhou)
km1994,杨夕,https://github.com/km1994,数据库;深度学习;RAG;推荐系统;NLP;LLM;AI Agent,NLP,team-learning-nlp,124,13758,1057,4,1,946,258,1,946.0,avatars/km1994.jpg,公众号《关于NLP那些你不知道的事》,,某某螺丝钉加工厂
siyuxin,,https://github.com/siyuxin,LLM,LLM,open-ai-general-course;llmbook;aima-notes,55,90,3,2,3,392,30,34,130.67,avatars/siyuxin.jpg,,Beijing,
hrjtju,Jerry HE,https://github.com/hrjtju,数据科学,数据科学,math-for-ai;dive-into-bishop-dl;casual-inference,24,2,20,20,3,393,44,304,131.0,avatars/hrjtju.jpg,More is different,,
fish-404,Junyu,https://github.com/fish-404,数据科学,数据科学,math-for-ai,48,4,12,49,1,351,42,5,351.0,avatars/fish-404.jpg,"Be curious, be passionate.",泉州，福建，China,
Tumb1eweed,Tumb1eweed,https://github.com/Tumb1eweed,数据科学,数据科学,math-for-ai,11,1,6,41,1,351,42,3,351.0,avatars/Tumb1eweed.jpg,,Nanjing University of Aeronautics and astronautics,Nanjing University of Aeronautics and astronautics
HuBoyu021124,,https://github.com/HuBoyu021124,数据科学,数据科学,math-for-ai,11,0,0,1,1,351,42,1,351.0,avatars/HuBoyu021124.jpg,,,
mypopydev,Jun Zhao,https://github.com/mypopydev,数据科学,数据科学,math-for-ai,301,11,84,432,1,351,42,1,351.0,avatars/mypopydev.jpg,@01org,Shanghai,@Intel @Tencent
HuBoyu1124,,https://github.com/HuBoyu1124,数据科学,数据科学,math-for-ai,1,0,0,0,1,351,42,1,351.0,avatars/HuBoyu1124.jpg,,,
omige,liwei,https://github.com/omige,AI Agent;全栈开发;RAG,AI Agent,wow-agent;wow-fullstack;wow-rag;whale-coin,8,1,7,3,4,723,114,83,180.75,avatars/omige.jpg,gratuated from RWTH Aachen，now is patent agent,Shanghai,
wpcapaper,Na+,https://github.com/wpcapaper,AI Agent,AI Agent,wow-agent,23,0,4,3,1,207,34,7,207.0,avatars/wpcapaper.jpg,Music Game Lover.,Home,Stay At Home
SuTang-vain,苏棠,https://github.com/SuTang-vain,AI Agent;RAG,AI Agent,wow-agent,24,5,5,19,1,207,34,3,207.0,avatars/SuTang-vain.jpg,about me: This user is very lazy and hasn't updated any information~,"Beijing, China",
SMY1012,,https://github.com/SMY1012,AI Agent,AI Agent,wow-agent,7,0,3,15,1,207,34,2,207.0,avatars/SMY1012.jpg,this account is created just for fun,,
InTheFuture7,Ixtlan,https://github.com/InTheFuture7,AI Agent,AI Agent,wow-agent,19,43,0,16,1,207,34,1,207.0,avatars/InTheFuture7.jpg,,,
wzfer,Zhoufeng Wang,https://github.com/wzfer,大数据,大数据,juicy-bigdata,6,2,4,8,1,357,48,78,357.0,avatars/wzfer.jpg,,"Changsha, Hunan, China",National University of Defense Technology
Truth-14,,https://github.com/Truth-14,编程基础,编程基础,DOPMC;wonderful-sql,9,0,1,0,2,1284,234,3,642.0,avatars/Truth-14.jpg,,,
xu-kai-xu,xu,https://github.com/xu-kai-xu,框架教程,框架教程,joyful-pandas,51,14,20,104,1,5166,1932,1,5166.0,avatars/xu-kai-xu.jpg,,,
gyfffffff,gaoyufei,https://github.com/gyfffffff,LLM,LLM,llm-deploy,36,1,8,11,1,407,52,40,407.0,avatars/gyfffffff.jpg,,,
yf2714,,https://github.com/yf2714,LLM,LLM,llm-deploy,0,0,0,0,1,407,52,20,407.0,avatars/yf2714.jpg,,,
ironartisan,,https://github.com/ironartisan,数据库;深度学习;机器学习;NLP;LLM;前端开发,LLM,llm-deploy;awesome-compression;grape-book,71,82,26,23,3,1062,138,118,354.0,avatars/ironartisan.jpg,,Beijing,
learning-ontheway,AI-gap-girl,https://github.com/learning-ontheway,LLM,LLM,llm-deploy,56,2,2,6,1,407,52,13,407.0,avatars/learning-ontheway.jpg,Nothing's here. Plz kindly leave the page.,,
AmourWaltz,Bryce Hsueh,https://github.com/AmourWaltz,LLM;多模态,LLM,llm-deploy,13,249,25,7,1,407,52,3,407.0,avatars/AmourWaltz.jpg,"Ph.D. Candidate, CUHK.",,The Chinese University of Hong Kong
YuWangyin,YuWangyin,https://github.com/YuWangyin,LLM,LLM,llm-deploy,7,3,0,0,1,407,52,2,407.0,avatars/YuWangyin.jpg,,,
Nobody-ML,,https://github.com/Nobody-ML,LLM,LLM,llm-deploy,9,79,11,0,1,407,52,1,407.0,avatars/Nobody-ML.jpg,,,
FakeNirvana,,https://github.com/FakeNirvana,数据科学,数据科学,ai-prompting-for-everyone,2,3,5,1,1,47,13,5,47.0,avatars/FakeNirvana.jpg,"hello,bor！",,
Lix1993,Li Xing,https://github.com/Lix1993,编程基础;前端开发,编程基础,wonderful-sql;learn-python-the-smart-way,15,0,7,2,2,1421,292,2,710.5,avatars/Lix1993.jpg,,Shanghai,
lizixi-0x2F,"Zixi ""Oz"" Li",https://github.com/lizixi-0x2F,LLM;深度学习;机器学习,LLM,reasoning-kingdom;learning-terrain,20,25,17,18,2,207,21,189,103.5,avatars/lizixi-0x2F.jpg,Independent Researcher in Mathematics & General Reasoning Critique · Sun Yat-sen University,Guangdong China,Sun Yat-sen University
